,Player,Squad,90s,Cmp,Att,Cmp%
1674,Marquinhos,Paris S-G,31.8,2231,2387,93.5
1675,Roger Martí,Levante,23.5,316,459,68.8
1676,Anthony Martial,Sevilla,5.4,128,157,81.5
1677,Anthony Martial,Manchester Utd,2.4,66,85,77.6
1678,Martín,Cádiz,1.3,37,49,75.5
1679,Aarón Martín,Mainz 05,25.5,788,1117,70.5
1680,Ander Martin,Real Sociedad,1.0,36,46,78.3
1681,Andrés Martín,Rayo Vallecano,2.1,23,36,63.9
1682,Carlos Martín,Atlético Madrid,0.1,1,2,50.0
1683,Iván Martín,Alavés,1.8,54,67,80.6
1684,Jonas Martin,Rennes,23.4,1527,1683,90.7
1685,Martinelli,Arsenal,20.7,453,612,74.0
1686,Emiliano Martínez,Aston Villa,36.0,781,1081,72.2
1687,Iñigo Martínez,Athletic Club,26.0,968,1203,80.5
1688,Javi Martínez,Osasuna,9.8,286,399,71.7
1689,Josep Martinez,RB Leipzig,1.0,19,22,86.4
1690,Lautaro Martínez,Inter,25.4,398,532,74.8
1691,Pablo Martínez,Levante,7.3,181,260,69.6
1692,Lucas Martínez Quarta,Fiorentina,15.9,1020,1119,91.2
1693,Gelson Martins,Monaco,21.2,524,684,76.6
1694,Adam Marušić,Lazio,30.2,1637,1880,87.1
