,Player▲,Squad,90s,Gls,Ast,G+A,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90
776,Leo Dubois,Lyon,19.4,0,0,0.0,0.7,0.7,1.3,2.1,0.04,0.07,0.11,0.04,0.11
777,Martin Dúbravka,Newcastle Utd,26.0,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
778,Ondrej Duda,Köln,17.9,2,0,0.11,3.5,3.5,2.5,6.0,0.2,0.14,0.33,0.2,0.33
779,Jeremy Dudziak,Greuther Fürth,12.6,2,0,0.16,2.4,2.4,1.6,4.0,0.19,0.13,0.32,0.19,0.32
780,Shane Duffy,Brighton,16.0,1,0,0.06,1.3,1.3,0.1,1.5,0.08,0.01,0.09,0.08,0.09
781,Unai Dufur,Osasuna,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
782,Denzel Dumfries,Inter,22.5,5,4,0.4,5.8,5.8,3.9,9.6,0.26,0.17,0.43,0.26,0.43
783,Paul Dummett,Newcastle Utd,2.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,Alfred Duncan,Fiorentina,21.5,2,2,0.19,1.3,1.3,1.8,3.1,0.06,0.08,0.14,0.06,0.14
785,Lewis Dunk,Brighton,28.6,1,0,0.03,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05
786,Milan Đurić,Salernitana,24.1,5,4,0.37,5.8,5.0,3.1,8.1,0.24,0.13,0.37,0.21,0.34
787,Filip Đuričić,Sassuolo,7.5,2,1,0.4,2.0,2.0,1.3,3.3,0.27,0.17,0.44,0.27,0.44
788,Erik Durm,Eint Frankfurt,5.3,0,1,0.19,0.0,0.0,0.6,0.6,0.0,0.12,0.12,0.0,0.12
789,Hugo Duro,Getafe,0.1,0,0,0.0,0.1,0.1,0.0,0.1,0.84,0.0,0.84,0.84,0.84
790,Hugo Duro,Valencia,20.4,7,1,0.39,3.8,3.8,0.9,4.7,0.19,0.04,0.23,0.19,0.23
791,Jean-Kevin Duverne,Brest,33.4,1,3,0.12,1.2,1.2,2.9,4.0,0.03,0.09,0.12,0.03,0.12
792,Paulo Dybala,Juventus,22.9,10,5,0.66,8.1,6.6,3.7,10.3,0.35,0.16,0.52,0.29,0.45
793,Edin Džeko,Inter,27.4,13,6,0.69,13.2,13.2,4.5,17.7,0.48,0.17,0.65,0.48,0.65
794,Enzo Ebosse,Angers,21.0,0,0,0.0,0.1,0.1,0.6,0.7,0.0,0.03,0.03,0.0,0.03
795,Tyronne Ebuehi,Venezia,12.6,0,0,0.0,0.5,0.5,0.5,1.0,0.04,0.04,0.08,0.04,0.08
796,Ederson,Manchester City,37.0,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
797,Éderson,Salernitana,12.7,2,1,0.24,1.7,1.7,0.9,2.6,0.13,0.07,0.21,0.13,0.21
798,Odsonne Édouard,Crystal Palace,17.4,6,3,0.52,6.6,5.8,2.3,8.1,0.38,0.13,0.51,0.34,0.47
799,CJ Egan-Riley,Manchester City,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,Maximilian Eggestein,Freiburg,24.4,1,2,0.12,1.2,1.2,1.6,2.8,0.05,0.07,0.11,0.05,0.11
801,Lilian Egloff,Stuttgart,0.3,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.6,0.0,0.6
802,Kingsley Ehizibue,Köln,7.6,0,1,0.13,0.3,0.3,0.9,1.2,0.04,0.12,0.16,0.04,0.16
803,Julian Eitschberger,Hertha BSC,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,Albin Ekdal,Sampdoria,18.2,1,0,0.05,0.7,0.7,0.4,1.1,0.04,0.02,0.06,0.04,0.06
805,Hugo Ekitike,Reims,14.1,10,3,0.92,6.4,4.7,1.9,6.6,0.45,0.14,0.59,0.33,0.47
806,Jurgen Ekkelenkamp,Hertha BSC,8.0,3,0,0.38,1.9,1.9,0.8,2.7,0.24,0.09,0.34,0.24,0.34
807,Caleb Ekuban,Genoa,19.1,1,2,0.16,3.8,3.8,2.4,6.2,0.2,0.13,0.32,0.2,0.32
808,Anthony Elanga,Manchester Utd,13.5,2,2,0.3,3.0,3.0,1.8,4.8,0.22,0.14,0.35,0.22,0.35
809,Alberth Elis,Bordeaux,15.7,9,1,0.64,6.6,5.8,1.5,7.3,0.42,0.1,0.52,0.37,0.47
810,Harvey Elliott,Liverpool,3.8,0,0,0.0,0.9,0.9,0.5,1.4,0.23,0.12,0.35,0.23,0.35
811,Elif Elmas,Napoli,18.0,3,4,0.39,2.4,2.4,2.0,4.5,0.14,0.11,0.25,0.14,0.25
812,Mohamed Elneny,Arsenal,9.0,0,2,0.22,0.2,0.2,0.6,0.7,0.02,0.06,0.08,0.02,0.08
813,Aritz Elustondo,Real Sociedad,23.4,4,1,0.21,2.1,2.1,0.2,2.2,0.09,0.01,0.1,0.09,0.1
814,Nico Elvedi,M'Gladbach,27.0,1,0,0.04,1.5,1.5,0.1,1.7,0.06,0.01,0.06,0.06,0.06
815,Sepe Elye Wahi,Montpellier,19.8,10,1,0.55,7.9,7.9,0.9,8.8,0.4,0.05,0.44,0.4,0.44
816,Mohamed Elyounoussi,Southampton,22.7,4,2,0.26,6.0,6.0,2.5,8.5,0.26,0.11,0.37,0.26,0.37
817,Adri Embarba,Espanyol,22.1,0,2,0.09,3.1,3.1,2.5,5.6,0.14,0.11,0.25,0.14,0.25
818,Breel Embolo,M'Gladbach,24.1,9,3,0.5,8.8,8.8,4.7,13.5,0.36,0.2,0.56,0.36,0.56
819,Emerson,Barcelona,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,Emerson,Tottenham,25.4,1,1,0.08,1.5,1.5,2.1,3.6,0.06,0.08,0.14,0.06,0.14
821,Renaud Emond,Nantes,2.1,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
822,Youssef En-Nesyri,Sevilla,14.2,5,1,0.42,5.8,5.1,1.3,6.3,0.41,0.09,0.5,0.36,0.45
823,Keita Endo,Union Berlin,0.6,0,0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1
824,Wataru Endo,Stuttgart,32.2,4,2,0.19,5.8,5.5,1.4,6.9,0.18,0.04,0.22,0.17,0.21
825,Christian Eriksen,Brentford,10.4,1,4,0.48,1.4,1.4,3.6,5.0,0.14,0.34,0.48,0.14,0.48
826,Martin Erlic,Spezia,28.6,2,0,0.07,2.2,2.2,0.4,2.7,0.08,0.01,0.09,0.08,0.09
827,Gonzalo Escalante,Lazio,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,Gonzalo Escalante,Alavés,14.4,5,0,0.35,2.9,2.9,0.1,3.0,0.2,0.01,0.21,0.2,0.21
829,Aarón Escandell,Granada,3.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,Sergio Escudero,Granada,15.9,2,1,0.19,1.5,1.5,1.1,2.6,0.09,0.07,0.16,0.09,0.16
831,Alfonso Espino,Cádiz,37.0,2,2,0.11,1.6,1.4,3.9,5.3,0.04,0.11,0.15,0.04,0.14
832,Michael Esser,Bochum,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,Estanis,Barcelona,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,Maxime Estève,Montpellier,20.6,0,0,0.0,0.9,0.9,0.0,0.9,0.04,0.0,0.04,0.04,0.04
835,Pervis Estupiñán,Villarreal,17.5,0,1,0.06,0.7,0.7,1.9,2.6,0.04,0.11,0.15,0.04,0.15
836,Oghenekaro Etebo,Watford,4.5,0,0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02
837,Jonny Evans,Leicester City,15.0,1,1,0.13,0.7,0.7,0.6,1.3,0.05,0.04,0.09,0.05,0.09
838,Eberechi Eze,Crystal Palace,6.7,1,1,0.3,0.5,0.5,0.9,1.4,0.08,0.13,0.21,0.08,0.21
839,Abdessamad Ezzalzouli,Barcelona,6.4,1,0,0.16,1.3,1.3,0.6,1.9,0.2,0.09,0.29,0.2,0.29
840,Łukasz Fabiański,West Ham,37.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,Fabinho,Liverpool,25.7,5,1,0.23,3.4,1.9,1.4,3.3,0.13,0.05,0.19,0.07,0.13
842,Fábio,Nantes,18.5,0,2,0.11,0.8,0.8,0.9,1.8,0.04,0.05,0.1,0.04,0.1
843,Cesc Fàbregas,Monaco,0.4,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.3,0.0,0.3
844,Wout Faes,Reims,37.0,4,0,0.11,2.3,2.3,0.2,2.5,0.06,0.01,0.07,0.06,0.07
845,Wahidullah Faghir,Stuttgart,1.4,1,0,0.73,0.4,0.4,0.0,0.4,0.31,0.0,0.31,0.31,0.31
846,Romain Faivre,Lyon,9.9,3,0,0.3,1.8,1.8,2.0,3.8,0.18,0.2,0.38,0.18,0.38
847,Romain Faivre,Brest,19.9,7,5,0.6,6.2,2.4,3.3,5.8,0.31,0.17,0.48,0.12,0.29
848,Radamel Falcao,Rayo Vallecano,9.3,6,0,0.64,4.4,4.4,0.7,5.1,0.47,0.07,0.55,0.47,0.55
849,Diego Falcinelli,Bologna,0.7,0,0,0.0,0.4,0.4,0.0,0.4,0.52,0.0,0.52,0.52,0.52
850,Wladimiro Falcone,Sampdoria,9.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,Fali,Cádiz,20.0,0,2,0.1,0.8,0.8,1.0,1.8,0.04,0.05,0.09,0.04,0.09
852,Paolo Faragò,Cagliari,0.2,0,0,0.0,0.5,0.5,0.0,0.5,3.04,0.0,3.04,3.04,3.04
853,Omar Faraj,Levante,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,Davide Faraoni,Hellas Verona,28.6,4,5,0.31,2.7,2.7,2.9,5.6,0.1,0.1,0.2,0.1,0.2
855,Mohamed Fares,Genoa,6.5,2,1,0.46,1.1,1.1,0.5,1.6,0.17,0.07,0.24,0.17,0.24
856,Diego Farias,Cagliari,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
857,Wuilker Faríñez,Lens,12.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,Ömer Faruk Beyaz,Stuttgart,0.8,0,0,0.0,0.2,0.2,0.0,0.2,0.23,0.0,0.23,0.23,0.23
859,Noah Fatar,Angers,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,Ansu Fati,Barcelona,3.7,4,0,1.07,1.4,1.4,0.7,2.1,0.37,0.19,0.56,0.37,0.56
861,Julien Faussurier,Brest,5.4,0,1,0.18,0.4,0.4,0.6,1.0,0.07,0.12,0.19,0.07,0.19
862,Andrea Favilli,Genoa,0.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,Federico Fazio,Salernitana,15.9,1,0,0.06,1.2,1.2,0.2,1.4,0.07,0.01,0.09,0.07,0.09
864,Aleix Febas,Mallorca,1.3,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.05,0.0,0.05
865,Adrian Fein,Greuther Fürth,0.4,0,0,0.0,0.0,0.0,0.0,0.1,0.06,0.09,0.15,0.06,0.15
866,Nabil Fekir,Betis,31.0,6,8,0.45,5.0,5.0,6.8,11.8,0.16,0.22,0.38,0.16,0.38
867,Luiz Felipe,Lazio,27.7,0,0,0.0,0.3,0.3,0.1,0.4,0.01,0.0,0.01,0.01,0.01
868,Felipe,Atlético Madrid,16.7,2,1,0.18,1.0,1.0,0.4,1.4,0.06,0.03,0.09,0.06,0.09
869,João Félix,Atlético Madrid,14.0,8,4,0.86,5.0,5.0,3.7,8.6,0.36,0.26,0.62,0.36,0.62
870,Ohis Felix Uduokhai,Augsburg,8.7,0,0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.02,0.01,0.02
871,Kiko Femenía,Watford,23.8,0,5,0.21,0.1,0.1,3.2,3.3,0.0,0.14,0.14,0.0,0.14
872,Evan Ferguson,Brighton,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,Nathan Ferguson,Crystal Palace,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,Bruno Fernandes,Manchester Utd,34.6,10,6,0.46,9.7,8.2,8.4,16.6,0.28,0.24,0.53,0.24,0.48
875,Edimilson Fernandes,Arminia,3.1,0,0,0.0,0.2,0.2,0.3,0.5,0.07,0.09,0.16,0.07,0.16
876,Aitor Fernández,Levante,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,Álex Fernández,Cádiz,22.8,3,2,0.22,2.9,1.4,1.6,3.0,0.13,0.07,0.2,0.06,0.13
878,Álvaro Fernández,Brentford,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,Federico Fernández,Newcastle Utd,5.8,0,0,0.0,0.4,0.4,0.3,0.8,0.07,0.06,0.13,0.07,0.13
880,Fernandinho,Manchester City,10.7,2,1,0.28,1.6,1.6,0.9,2.5,0.15,0.08,0.24,0.15,0.24
881,Fernando,Sevilla,20.6,1,1,0.1,0.6,0.6,0.3,0.9,0.03,0.01,0.04,0.03,0.04
882,Alex Ferrari,Sampdoria,18.3,1,0,0.05,0.5,0.5,0.0,0.5,0.02,0.0,0.03,0.02,0.03
883,Salvador Ferrer,Spezia,16.6,0,3,0.18,0.2,0.2,1.8,2.1,0.01,0.11,0.12,0.01,0.12
884,Jordan Ferri,Montpellier,32.3,0,2,0.06,0.3,0.3,2.6,3.0,0.01,0.08,0.09,0.01,0.09
885,Riccardo Fiamozzi,Empoli,6.9,0,1,0.15,0.0,0.0,0.5,0.5,0.0,0.08,0.08,0.0,0.08
886,Fidel,Elche,25.1,5,6,0.44,3.1,2.3,5.1,7.4,0.12,0.2,0.32,0.09,0.29
887,Karol Fila,Strasbourg,6.2,0,0,0.0,0.0,0.0,0.7,0.7,0.0,0.11,0.11,0.0,0.11
888,Alfreð Finnbogason,Augsburg,3.2,2,1,0.92,1.1,1.1,0.8,2.0,0.35,0.25,0.6,0.35,0.6
889,Luca Fiordilino,Venezia,7.3,0,0,0.0,0.2,0.2,0.3,0.4,0.02,0.04,0.06,0.02,0.06
890,Vincenzo Fiorillo,Salernitana,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,Roberto Firmino,Liverpool,11.0,5,4,0.82,5.0,5.0,2.4,7.4,0.45,0.22,0.67,0.45,0.67
892,Junior Firpo,Leeds United,19.0,0,2,0.11,0.9,0.9,2.6,3.5,0.05,0.13,0.18,0.05,0.18
893,Mark Flekken,Freiburg,32.0,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
894,Ashley Fletcher,Watford,0.3,0,0,0.0,0.4,0.4,0.0,0.4,1.16,0.0,1.16,1.16,1.16
895,Alexis Flips,Reims,11.7,2,4,0.51,2.1,1.4,2.2,3.6,0.18,0.19,0.37,0.12,0.31
896,Alessandro Florenzi,Milan,12.8,2,0,0.16,0.7,0.7,1.2,2.0,0.06,0.1,0.15,0.06,0.15
897,Phil Foden,Manchester City,23.6,9,5,0.59,9.1,9.1,6.4,15.6,0.39,0.27,0.66,0.39,0.66
898,Mamadou Fofana,Metz,0.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,Seko Fofana,Lens,37.3,8,1,0.24,7.6,7.6,3.6,11.2,0.2,0.1,0.3,0.2,0.3
900,Wesley Fofana,Leicester City,7.0,0,0,0.0,0.2,0.2,0.0,0.3,0.03,0.0,0.04,0.03,0.04
901,Youssouf Fofana,Monaco,24.3,0,4,0.16,1.3,1.3,2.6,3.9,0.05,0.11,0.16,0.05,0.16
902,Thomas Foket,Reims,24.8,1,0,0.04,0.5,0.5,2.2,2.8,0.02,0.09,0.11,0.02,0.11
903,Thomas Fontaine,Lorient,1.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,José Fontán,Celta Vigo,3.1,0,0,0.0,0.1,0.1,0.1,0.2,0.04,0.03,0.07,0.04,0.07
905,José Fonte,Lille,38.0,0,2,0.05,1.6,1.6,0.8,2.4,0.04,0.02,0.06,0.04,0.06
906,Fernando Forestieri,Udinese,0.6,2,1,4.66,1.0,1.0,0.1,1.0,1.5,0.13,1.63,1.5,1.63
907,Pablo Fornals,West Ham,31.1,6,3,0.29,4.7,4.7,5.6,10.3,0.15,0.18,0.33,0.15,0.33
908,Emil Forsberg,RB Leipzig,19.0,6,2,0.42,7.6,4.6,3.6,8.2,0.4,0.19,0.59,0.24,0.43
909,Adam Forshaw,Leeds United,17.0,0,1,0.06,0.4,0.4,1.1,1.5,0.02,0.06,0.09,0.02,0.09
910,Marcus Forss,Brentford,2.3,0,1,0.43,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.1,0.1
911,Fraser Forster,Southampton,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,Philipp Förster,Stuttgart,10.7,2,1,0.28,2.7,2.7,0.8,3.5,0.26,0.07,0.33,0.26,0.33
913,Francesco Forte,Venezia,4.7,1,0,0.21,1.0,1.0,0.1,1.1,0.21,0.02,0.23,0.21,0.23
914,Steven Fortes,Lens,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,Ben Foster,Watford,26.0,0,1,0.04,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01
916,Tariqe Fosu,Brentford,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16
917,Timothy Fosu-Mensah,Leverkusen,1.6,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.15,0.15,0.0,0.15
918,Dimitri Foulquier,Granada,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
919,Dimitri Foulquier,Valencia,26.0,0,1,0.04,0.8,0.8,0.7,1.5,0.03,0.03,0.06,0.03,0.06
920,Juan Foyth,Villarreal,21.4,1,1,0.09,0.5,0.5,1.8,2.3,0.02,0.08,0.11,0.02,0.11
921,Gianluca Frabotta,Hellas Verona,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,Raphael Framberger,Augsburg,9.4,0,0,0.0,0.0,0.0,0.6,0.6,0.0,0.06,0.07,0.0,0.07
923,Przemysław Frankowski,Lens,27.2,6,5,0.4,2.9,2.9,4.0,6.9,0.11,0.15,0.25,0.11,0.25
924,Enric Franquesa,Levante,6.9,0,0,0.0,0.0,0.0,0.1,0.2,0.0,0.02,0.03,0.0,0.03
925,Fransérgio,Bordeaux,14.0,0,1,0.07,1.3,1.3,0.3,1.6,0.09,0.02,0.11,0.09,0.11
926,Ryan Fraser,Newcastle Utd,16.3,2,3,0.31,2.9,2.9,2.2,5.1,0.18,0.14,0.31,0.18,0.31
927,Davide Frattesi,Sassuolo,31.7,4,3,0.22,6.5,6.5,3.5,10.0,0.2,0.11,0.32,0.2,0.32
928,Fred,Manchester Utd,22.5,4,4,0.36,1.5,1.5,2.0,3.4,0.07,0.09,0.15,0.07,0.15
929,Ryan Fredericks,West Ham,3.4,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03
930,Morten Frendrup,Genoa,7.7,0,0,0.0,0.5,0.5,0.7,1.2,0.07,0.09,0.16,0.07,0.16
931,Remo Freuler,Atalanta,26.3,1,3,0.15,1.5,1.5,1.8,3.3,0.06,0.07,0.13,0.06,0.13
932,Marvin Friedrich,M'Gladbach,6.7,0,0,0.0,0.3,0.3,0.0,0.3,0.05,0.0,0.05,0.05,0.05
933,Marvin Friedrich,Union Berlin,13.0,0,0,0.0,1.1,1.1,0.9,2.1,0.09,0.07,0.16,0.09,0.16
934,Jeremie Frimpong,Leverkusen,22.8,1,6,0.31,0.6,0.6,4.1,4.7,0.03,0.18,0.21,0.03,0.21
935,Christian Früchtl,Bayern Munich,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,Jorge de Frutos,Levante,19.6,4,7,0.56,5.8,5.8,3.3,9.1,0.3,0.17,0.47,0.3,0.47
937,Leo Fuhr Hjelde,Leeds United,1.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
938,Chris Führich,Stuttgart,19.0,3,2,0.26,3.5,3.5,3.6,7.1,0.18,0.19,0.37,0.18,0.37
939,Angelo Fulgini,Angers,32.5,5,4,0.28,5.8,5.8,2.9,8.8,0.18,0.09,0.27,0.18,0.27
940,Marius Funk,Greuther Fürth,8.0,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02
941,Stephan Fürstner,Mainz 05,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,Matteo Gabbia,Milan,6.0,0,0,0.0,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03
943,Manolo Gabbiadini,Sampdoria,12.7,6,2,0.63,3.9,3.9,1.7,5.6,0.31,0.13,0.44,0.31,0.44
944,Mijat Gaćinović,Hoffenheim,1.2,0,0,0.0,0.3,0.3,0.0,0.3,0.21,0.0,0.21,0.21,0.21
945,Gianluca Gaetano,Napoli,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,Luca Gagliano,Cagliari,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,Roberto Gagliardini,Inter,7.2,2,2,0.55,1.0,1.0,1.9,2.9,0.13,0.26,0.4,0.13,0.4
948,Riccardo Gagliolo,Salernitana,12.6,0,1,0.08,0.8,0.8,0.0,0.8,0.06,0.0,0.06,0.06,0.06
949,Javi Galán,Celta Vigo,36.6,0,3,0.08,0.4,0.4,2.2,2.6,0.01,0.06,0.07,0.01,0.07
950,Iñigo Ruiz de Galarreta,Mallorca,15.3,0,0,0.0,0.4,0.4,0.7,1.1,0.03,0.04,0.07,0.03,0.07
951,Nicolas Galazzi,Venezia,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,Pablo Galdames Millán,Genoa,11.4,0,0,0.0,0.4,0.4,1.1,1.4,0.03,0.09,0.13,0.03,0.13
953,Thiago Galhardo,Celta Vigo,12.8,2,2,0.31,3.3,3.3,2.3,5.7,0.26,0.18,0.45,0.26,0.45
954,Conor Gallagher,Crystal Palace,31.6,8,3,0.35,5.7,5.7,3.5,9.2,0.18,0.11,0.29,0.18,0.29
955,Gauthier Gallon,Troyes,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,Cristian Gamboa,Bochum,19.1,1,0,0.05,0.1,0.1,1.1,1.1,0.0,0.06,0.06,0.0,0.06
957,Kévin Gameiro,Strasbourg,26.5,11,3,0.53,14.0,11.7,2.3,14.1,0.53,0.09,0.62,0.44,0.53
958,Idrissa Gana Gueye,Paris S-G,18.2,3,1,0.22,1.9,1.9,1.7,3.6,0.1,0.09,0.2,0.1,0.2
959,Ignatius Ganago,Lens,11.4,5,1,0.53,4.7,4.7,1.6,6.3,0.41,0.14,0.55,0.41,0.55
960,Silvère Ganvoula M'Boussy,Bochum,1.7,0,0,0.0,1.3,1.3,0.0,1.3,0.75,0.0,0.75,0.75,0.75
961,Álvaro García,Rayo Vallecano,33.3,7,4,0.33,6.3,6.3,5.1,11.4,0.19,0.15,0.34,0.19,0.34
962,Dani García,Athletic Club,24.2,0,0,0.0,0.8,0.8,0.5,1.3,0.03,0.02,0.05,0.03,0.05
963,David García,Osasuna,34.5,4,0,0.12,1.3,1.3,0.3,1.6,0.04,0.01,0.05,0.04,0.05
964,Eric García,Barcelona,22.7,0,0,0.0,0.2,0.2,0.2,0.3,0.01,0.01,0.01,0.01,0.01
965,Francisco Garcia,Rayo Vallecano,33.6,1,0,0.03,0.8,0.8,1.2,2.0,0.02,0.04,0.06,0.02,0.06
966,Joan García,Espanyol,1.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,Manu García,Alavés,12.0,0,1,0.08,0.3,0.3,1.1,1.4,0.03,0.09,0.12,0.03,0.12
968,Raúl García,Athletic Club,20.0,6,2,0.4,6.0,5.2,2.7,7.9,0.3,0.13,0.43,0.26,0.39
969,Rubén García,Osasuna,26.4,1,6,0.27,3.1,1.6,3.4,5.0,0.12,0.13,0.25,0.06,0.19
970,Saúl García,Alavés,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,Unai García,Osasuna,15.6,0,0,0.0,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03
972,Alejandro Garnacho,Manchester Utd,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,Mario Gaspar,Villarreal,6.9,0,0,0.0,0.2,0.2,0.5,0.8,0.03,0.08,0.11,0.03,0.11
974,Djeidi Gassama,Paris S-G,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,Johan Gastien,Clermont Foot,30.5,0,1,0.03,0.9,0.9,2.1,3.1,0.03,0.07,0.1,0.03,0.1
976,Gavi,Barcelona,25.7,2,5,0.27,4.0,4.0,3.1,7.1,0.15,0.12,0.27,0.15,0.27
977,Dwight Gayle,Newcastle Utd,0.4,0,0,0.0,0.3,0.3,0.5,0.8,0.71,1.19,1.89,0.71,1.89
978,Jean-Philippe Gbamin,Everton,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,David de Gea,Manchester Utd,38.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,Linus Gechter,Hertha BSC,8.0,1,0,0.13,0.6,0.6,0.3,0.9,0.07,0.04,0.11,0.07,0.11
981,Dennis Geiger,Hoffenheim,15.3,2,2,0.26,0.9,0.9,2.1,3.0,0.06,0.14,0.2,0.06,0.2
982,Joe Gelhardt,Leeds United,8.3,2,2,0.48,3.1,3.1,1.5,4.7,0.38,0.19,0.56,0.38,0.56
983,Luca Gemello,Torino,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,Yannick Gerhardt,Wolfsburg,17.5,1,3,0.23,1.8,1.8,1.8,3.6,0.1,0.1,0.2,0.1,0.2
985,Valère Germain,Montpellier,21.9,4,3,0.32,4.2,4.2,2.2,6.4,0.19,0.1,0.29,0.19,0.29
986,Gerson,Marseille,28.3,9,4,0.46,5.4,5.4,2.5,7.9,0.19,0.09,0.28,0.19,0.28
987,Willem Geubbels,Nantes,6.0,2,1,0.5,1.7,1.7,1.4,3.0,0.28,0.23,0.5,0.28,0.5
988,Hamadi Al Ghaddioui,Stuttgart,5.5,2,2,0.72,1.5,1.5,1.1,2.6,0.28,0.19,0.47,0.28,0.47
989,Ismaël Gharbi,Paris S-G,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
