,Player,Squad,90s,SCA,SCA90,PassLive,Drib
448,Nicolas Höfler,Freiburg,28.9,36,1.25,30,0
449,Lucas Boyé,Elche,19.0,43,2.26,26,9
450,Pedro,Lazio,22.6,65,2.88,53,4
451,Pathé Ciss,Rayo Vallecano,12.2,24,1.97,15,1
452,Jim Allevinah,Clermont Foot,16.5,45,2.72,27,8
453,Arnaud Souquet,Montpellier,25.9,43,1.66,27,6
454,Akim Zedadka,Clermont Foot,37.1,81,2.18,66,5
455,Grégoire Defrel,Sassuolo,15.1,48,3.17,37,4
456,Sergi Guardiola,Rayo Vallecano,19.0,34,1.79,23,3
457,Milot Rashica,Norwich City,24.8,56,2.26,33,2
458,Stevan Jovetić,Hertha BSC,11.3,37,3.27,27,2
459,Marshall Munetsi,Reims,20.9,24,1.15,15,2
460,Rúben Neves,Wolves,29.6,55,1.86,45,1
461,Rade Krunić,Milan,15.7,38,2.42,29,1
462,Darko Brašanac,Osasuna,26.7,57,2.13,50,0
463,Johan Gastien,Clermont Foot,30.5,64,2.1,47,0
464,Ángel Di María,Paris S-G,18.3,95,5.2,69,6
465,David Raum,Hoffenheim,30.6,128,4.18,88,2
466,Ronaël Pierre-Gabriel,Brest,28.3,43,1.52,32,2
467,Hamari Traoré,Rennes,32.1,61,1.9,52,1
468,Dimitri Liénard,Strasbourg,22.7,62,2.73,33,0
469,Tyrone Mings,Aston Villa,35.4,26,0.73,20,0
470,Ousmane Dembélé,Barcelona,15.7,82,5.24,56,9
471,Alexander Sørloth,Real Sociedad,19.6,41,2.09,31,5
472,Jeremie Boga,Atalanta,8.5,45,5.3,31,4
473,Hwang Ui-jo,Bordeaux,27.9,29,1.04,17,4
474,Davide Faraoni,Hellas Verona,28.6,42,1.47,32,3
475,Wesley Saïd,Lens,7.3,29,3.99,21,3
476,Youcef Belaïli,Brest,9.2,34,3.71,17,3
477,Mattia Destro,Genoa,19.4,24,1.24,16,3
478,Javi Puado,Espanyol,24.9,39,1.56,32,2
479,Giovani Lo Celso,Villarreal,11.0,35,3.17,24,2
480,Radamel Falcao,Rayo Vallecano,9.3,14,1.5,7,2
481,Harvey Elliott,Liverpool,3.8,21,5.46,14,1
482,Simeon Nwankwo,Salernitana,9.4,17,1.82,11,1
483,Danilo,Juventus,21.0,37,1.76,30,0
484,Alberto Moreno,Villarreal,13.6,38,2.8,28,0
485,Yannick Gerhardt,Wolfsburg,17.5,33,1.89,28,0
486,Gonzalo Escalante,Alavés,14.4,17,1.18,12,0
487,Dominik Kohr,Mainz 05,17.9,33,1.84,23,2
488,Federico Valverde,Real Madrid,20.4,64,3.14,52,4
489,James Ward-Prowse,Southampton,35.7,113,3.16,55,0
490,Xeka,Lille,18.0,29,1.61,14,0
491,Alexis Sánchez,Inter,9.8,44,4.49,30,3
492,Zlatan Ibrahimović,Milan,11.3,45,3.99,37,2
493,Benjamin André,Lille,30.6,43,1.41,35,2
494,Jamie Vardy,Leicester City,20.1,38,1.89,30,2
495,Eddie Nketiah,Arsenal,9.3,23,2.48,15,2
496,Kostas Stafylidis,Bochum,15.4,29,1.88,12,2
497,Jason Berthomier,Clermont Foot,19.2,77,4.0,37,6
498,Cucho,Watford,12.7,40,3.14,26,5
499,Kevin Akpoguma,Hoffenheim,17.0,27,1.59,18,3
500,Angeliño,RB Leipzig,25.5,81,3.17,51,2
501,Pere Milla,Elche,18.3,28,1.53,21,2
502,Riyad Mahrez,Manchester City,16.6,64,3.85,49,1
503,Tomáš Souček,West Ham,34.0,34,1.0,29,0
504,Thiago Silva,Chelsea,29.4,26,0.88,21,0
505,Rúben Vezo,Levante,26.9,18,0.67,12,0
506,Martin Hinteregger,Eint Frankfurt,24.7,15,0.61,10,0
507,Wilfred Ndidi,Leicester City,18.0,14,0.78,9,0
508,Ximo Navarro,Alavés,15.0,11,0.73,5,0
509,Teun Koopmeiners,Atalanta,23.6,83,3.51,60,6
510,Nahuel Molina,Udinese,29.3,75,2.56,58,4
511,Timothee Pembele,Bordeaux,15.7,25,1.59,17,4
512,Benjamin Bourigeaud,Rennes,35.5,170,4.79,92,3
513,Giovanni Di Lorenzo,Napoli,31.9,65,2.04,56,3
514,Florian Neuhaus,M'Gladbach,23.6,49,2.08,43,2
515,Stephan El Shaarawy,Roma,11.7,43,3.67,37,2
516,Niko Gießelmann,Union Berlin,23.1,53,2.29,28,2
517,Jens Petter Hauge,Eint Frankfurt,11.6,33,2.86,27,2
518,Arturo Vidal,Inter,8.2,30,3.64,25,1
519,Dušan Vlahović,Juventus,12.0,25,2.09,20,1
520,Álex Cantero,Levante,6.8,18,2.66,13,1
521,Lorenz Assignon,Rennes,6.8,18,2.63,13,1
522,Nathan Collins,Burnley,18.6,17,0.92,10,1
523,José Campaña,Levante,15.8,46,2.91,33,0
524,Leo Dubois,Lyon,19.4,40,2.07,31,0
525,Aymeric Laporte,Manchester City,31.4,30,0.95,26,0
526,Islam Slimani,Lyon,6.4,18,2.83,14,0
527,Ivan Perišić,Inter,31.3,106,3.38,89,5
528,Jonas Hector,Köln,28.4,65,2.29,49,1
529,Rodrigo Bentancur,Juventus,12.8,35,2.73,29,0
530,Luis Díaz,Liverpool,10.6,49,4.6,34,10
531,Gerard Piqué,Barcelona,23.2,23,0.99,16,1
532,Álex Fernández,Cádiz,22.8,38,1.67,26,0
533,Ángel Montoro,Granada,14.8,37,2.5,21,0
534,Mohammed Salisu,Southampton,33.0,27,0.82,21,0
535,Aster Vranckx,Wolfsburg,12.7,26,2.05,16,5
536,Ruben Vargas,Augsburg,22.0,44,2.0,36,4
537,Luka Modrić,Real Madrid,22.6,73,3.23,58,3
538,Valentin Rongier,Marseille,24.4,47,1.93,39,3
539,Jonathan Ikone,Lille,11.8,29,2.46,22,3
540,Fábio Silva,Wolves,6.4,16,2.52,9,3
541,Manolo Portanova,Genoa,14.7,22,1.5,7,3
542,Manuel Locatelli,Juventus,24.0,57,2.37,52,1
543,Roberto Firmino,Liverpool,11.0,37,3.36,32,1
544,Karol Linetty,Torino,10.0,35,3.52,28,1
545,Billy Gilmour,Norwich City,20.6,48,2.33,21,1
546,Berat Djimsiti,Atalanta,25.1,21,0.84,16,1
547,Eddie Salcedo,Spezia,4.8,17,3.57,11,1
548,Boubakar Kouyaté,Metz,29.6,12,0.41,7,1
549,Rúben Dias,Manchester City,26.7,30,1.12,26,0
550,Iñigo Martínez,Athletic Club,26.0,14,0.54,10,0
551,Robert Skov,Hoffenheim,4.1,14,3.42,6,0
552,Julian Brandt,Dortmund,23.1,85,3.68,52,7
553,Timo Werner,Chelsea,14.3,26,1.82,19,4
554,Darko Lazović,Hellas Verona,30.7,75,2.44,65,3
555,Roberto Massimo,Stuttgart,9.7,19,1.95,13,3
556,Ignatius Ganago,Lens,11.4,28,2.46,22,2
557,Niklas Süle,Bayern Munich,20.4,25,1.22,19,2
558,Matt Doherty,Tottenham,9.7,23,2.37,19,1
559,Krzysztof Piątek,Fiorentina,8.1,12,1.47,8,1
560,Paolo Ghiglione,Genoa,6.7,13,1.94,6,1
561,Leandro Cabrera,Espanyol,37.0,26,0.7,21,0
562,Luca Netz,M'Gladbach,15.5,30,1.93,18,0
563,Marquinhos,Paris S-G,31.8,21,0.66,18,0
564,Ricardo Rodríguez,Torino,27.5,37,1.35,17,0
565,Jean-Philippe Mateta,Crystal Palace,12.7,18,1.41,15,0
566,Ethan Pinnock,Brentford,29.9,20,0.67,14,0
567,Loum Ndiaye,Alavés,25.7,15,0.58,12,0
568,Mohamed Fares,Genoa,6.5,17,2.61,12,0
569,Lewis Dunk,Brighton,28.6,15,0.52,11,0
570,Michael Keane,Everton,31.0,14,0.45,9,0
571,Damien Da Silva,Lyon,12.5,8,0.64,5,0
572,Mario Suárez,Rayo Vallecano,7.9,6,0.76,3,0
573,Maxi Gómez,Valencia,21.7,51,2.35,32,2
574,Mattia Aramu,Venezia,23.3,71,3.04,31,4
575,Anthony Gordon,Everton,25.4,73,2.88,38,5
576,Takefusa Kubo,Mallorca,17.8,69,3.87,43,5
577,Teemu Pukki,Norwich City,36.1,60,1.66,36,9
578,Sebastian Polter,Bochum,26.0,56,2.15,42,2
579,Francesco Caputo,Sampdoria,31.0,70,2.26,57,1
580,Jacob Ramsey,Aston Villa,27.4,63,2.3,49,3
581,Suat Serdar,Hertha BSC,24.6,48,1.95,31,5
582,Mohamed Ali Cho,Angers,20.4,39,1.91,22,5
583,Rodrygo,Real Madrid,16.9,65,3.84,40,9
584,Elvis Rexhbeçaj,Bochum,28.2,46,1.63,31,0
585,Mário Rui,Napoli,33.2,75,2.26,57,3
586,Nicolas de Préville,Metz,21.9,61,2.79,29,8
587,Jonathan Bamba,Lille,27.0,84,3.11,43,4
588,Romelu Lukaku,Chelsea,17.7,44,2.49,30,4
589,Sofiane Diop,Monaco,21.6,78,3.6,50,5
590,Matty Cash,Aston Villa,37.5,54,1.44,37,4
591,David Okereke,Venezia,22.8,44,1.93,27,7
592,Saša Lukić,Torino,33.1,75,2.26,52,3
593,Renato Steffen,Wolfsburg,10.7,35,3.26,25,0
594,Christian Pulisic,Chelsea,14.3,33,2.3,23,0
595,Juraj Kucka,Watford,21.3,37,1.73,23,5
596,Pedrosa,Espanyol,30.2,43,1.42,29,4
597,Maranhão,Valencia,10.8,27,2.5,16,2
598,João Félix,Atlético Madrid,14.0,44,3.14,30,5
599,Lucas Moura,Tottenham,19.7,63,3.19,52,3
600,Jordan Ferri,Montpellier,32.3,69,2.13,60,1
601,Nacho Vidal,Osasuna,32.2,50,1.55,36,4
602,Marcus Rashford,Manchester Utd,13.7,29,2.11,18,4
603,Emi Buendía,Aston Villa,21.1,74,3.51,61,3
604,Randy Ntekja,Rayo Vallecano,16.2,32,1.97,23,2
605,Thomas Henry,Venezia,23.5,38,1.62,30,1
606,Daniel Caligiuri,Augsburg,22.3,60,2.69,26,3
607,Alexis Mac Allister,Brighton,23.6,65,2.76,44,1
608,Djibril Sow,Eint Frankfurt,26.8,51,1.9,40,0
609,Rominigue Kouamé,Troyes,33.0,56,1.7,40,7
610,Marco Richter,Hertha BSC,18.9,43,2.27,25,2
611,Isaac Success,Udinese,10.1,40,3.95,28,5
612,Hirving Lozano,Napoli,17.9,59,3.29,48,4
613,John McGinn,Aston Villa,34.3,96,2.8,66,3
614,Caio Henrique Oliveira Silva,Monaco,29.6,83,2.81,58,2
615,Stuart Armstrong,Southampton,16.4,51,3.12,40,2
616,Andros Townsend,Everton,16.2,54,3.34,38,1
617,Paul Seguin,Greuther Fürth,23.4,49,2.09,36,1
618,Yussuf Poulsen,RB Leipzig,12.0,29,2.42,21,1
619,Felix Afena-Gyan,Roma,7.4,24,3.23,16,1
620,Amath,Mallorca,9.8,18,1.83,10,1
621,Borja Iglesias,Betis,17.5,33,1.89,25,0
622,Arne Maier,Augsburg,20.7,57,2.75,32,4
623,Tiago Tomás,Stuttgart,11.9,22,1.84,13,3
624,Jeremy Dudziak,Greuther Fürth,12.6,28,2.22,18,2
625,Sekou Mara,Bordeaux,10.1,24,2.39,16,2
626,Kevin Agudelo,Spezia,13.7,38,2.76,19,7
627,Lucas Ocampos,Sevilla,23.6,46,1.95,28,8
628,Juan Cuadrado,Juventus,27.6,107,3.87,71,7
629,Jamal Musiala,Bayern Munich,16.3,68,4.18,53,7
630,Daichi Kamada,Eint Frankfurt,23.8,67,2.82,51,5
631,Thorgan Hazard,Dortmund,14.9,42,2.83,25,5
632,Mauro Arambarri,Getafe,29.6,70,2.37,30,4
633,Étienne Capoue,Villarreal,25.4,25,0.98,16,2
634,Masaya Okugawa,Arminia,28.1,42,1.49,34,1
635,Séamus Coleman,Everton,29.5,38,1.29,28,0
636,Ibrahima Koné,Lorient,8.1,25,3.07,18,0
637,Kike Barja,Osasuna,9.6,22,2.29,15,0
638,Genki Haraguchi,Union Berlin,19.5,41,2.1,33,2
639,Florian Niederlechner,Augsburg,12.9,29,2.24,21,2
640,Joshua Kimmich,Bayern Munich,27.5,135,4.91,71,1
641,Guido Rodríguez,Betis,28.1,47,1.67,40,1
642,Miloš Pantović,Bochum,17.0,53,3.11,37,0
643,Ashley Barnes,Burnley,9.0,21,2.34,15,0
644,Lee Kangin,Mallorca,15.7,48,3.06,28,4
645,Sergio Reguilón,Tottenham,21.3,52,2.44,41,3
646,Kerem Demirbay,Leverkusen,22.8,67,2.94,27,3
647,Ángel Rodríguez,Mallorca,17.2,31,1.81,24,2
648,Saîf-Eddine Khaoui,Clermont Foot,10.3,30,2.91,13,2
649,Dennis Praet,Torino,17.1,45,2.63,38,1
650,Pedri,Barcelona,9.8,39,3.97,27,1
651,Philippe Koffi,Reims,4.2,13,3.12,7,1
652,Quentin Boisgard,Lorient,10.6,30,2.82,19,0
653,Enock Mwepu,Brighton,11.1,22,1.99,17,0
654,Óscar Rodríguez Arnaiz,Getafe,10.5,25,2.39,10,0
655,Felix Kalu Nmecha,Wolfsburg,3.6,9,2.51,4,0
656,Azzedine Ounahi,Angers,18.1,46,2.54,33,7
657,Orel Mangala,Stuttgart,20.6,51,2.48,40,5
658,Kingsley Coman,Bayern Munich,15.1,51,3.38,40,3
659,Ryad Boudebouz,Saint-Étienne,25.0,90,3.6,70,2
660,Simone Bastoni,Spezia,25.4,73,2.87,46,2
661,Santi Comesaña,Rayo Vallecano,29.8,54,1.81,44,2
662,Édgar Méndez,Alavés,17.9,33,1.84,25,2
663,Jorginho,Chelsea,25.3,60,2.38,52,1
664,Fabián Ruiz Peña,Napoli,26.5,80,3.02,74,0
665,Maximilian Eggestein,Freiburg,24.4,49,2.01,41,0
666,Jean-Paul Boëtius,Mainz 05,20.0,55,2.75,39,0
667,Matteo Darmian,Inter,16.7,43,2.57,36,0
668,Catena,Rayo Vallecano,36.0,25,0.69,17,0
669,Rani Khedira,Union Berlin,30.6,22,0.72,16,0
670,Samuel Chukwueze,Villarreal,14.8,50,3.38,36,9
671,Alphonso Davies,Bayern Munich,19.3,60,3.1,43,7
672,Musa Barrow,Bologna,23.7,86,3.63,67,4
673,Ademola Lookman,Leicester City,16.1,40,2.48,30,4
674,Arnaud Kalimuendo,Lens,23.9,47,1.97,39,3
675,Dejan Kulusevski,Juventus,8.6,23,2.68,15,3
676,Reinildo Mandava,Lille,16.9,19,1.12,12,2
677,Zeki Çelik,Lille,30.0,45,1.5,37,1
678,Hicham Boudaoui,Nice,18.0,31,1.72,25,1
679,Antonio Sánchez,Mallorca,18.0,31,1.73,24,1
680,Janni Serra,Arminia,12.4,23,1.85,17,1
681,Emerson Palmieri,Lyon,25.2,56,2.23,41,0
682,Marcus Coco,Nantes,10.3,15,1.45,10,0
683,Harvey Barnes,Leicester City,23.3,57,2.44,45,8
684,Chris Führich,Stuttgart,19.0,61,3.2,38,6
685,Amine Harit,Marseille,12.9,49,3.79,33,6
686,Nélson Semedo,Wolves,23.7,37,1.56,29,4
687,Bartosz Bereszyński,Sampdoria,32.7,45,1.37,35,3
688,Justin Kluivert,Nice,20.8,62,2.99,33,3
689,Adrien Rabiot,Juventus,25.4,39,1.54,32,3
690,Matías Viña,Roma,17.4,37,2.13,27,3
691,Tyler Roberts,Leeds United,11.0,28,2.55,22,2
692,Kelvin Amian,Spezia,29.4,28,0.95,21,2
693,Romain Del Castillo,Brest,10.8,29,2.68,20,2
694,Pedro Neto,Wolves,5.2,23,4.44,13,2
695,Ebrima Colley,Spezia,4.4,14,3.2,7,2
696,Antonio Rüdiger,Chelsea,33.7,39,1.16,34,1
697,Tetê,Lyon,6.5,25,3.86,18,1
698,Chris Wood,Burnley,15.2,21,1.38,16,1
699,Robert Gumny,Augsburg,25.2,21,0.83,15,1
700,Lars Stindl,M'Gladbach,18.1,56,3.09,50,0
701,Lorenzo De Silvestri,Bologna,25.5,39,1.53,28,0
702,Thomas Meunier,Dortmund,15.6,28,1.8,24,0
703,Leonardo Pavoletti,Cagliari,16.9,28,1.66,24,0
704,Carlos Bacca,Granada,5.7,13,2.28,9,0
705,Luca Waldschmidt,Wolfsburg,8.0,15,1.88,9,0
706,Robin Gosens,Atalanta,5.1,12,2.35,8,0
707,Alfonso Espino,Cádiz,37.0,72,1.95,52,2
708,Gerrit Holtmann,Bochum,20.4,60,2.93,44,10
709,Maxime Lopez,Sassuolo,32.6,93,2.85,82,5
710,Moussa Sissoko,Watford,35.8,62,1.73,52,4
711,Adrien Tameze,Hellas Verona,28.6,56,1.96,46,3
712,Timothy Tillman,Greuther Fürth,22.3,45,2.02,28,3
713,Declan Rice,West Ham,35.3,59,1.67,50,2
714,Florian Kainz,Köln,25.8,79,3.06,46,2
715,Kalidou Koulibaly,Napoli,26.7,20,0.75,13,1
716,Marcelo Brozović,Inter,32.6,87,2.67,79,0
717,Pascal Struijk,Leeds United,22.8,19,0.83,13,0
718,Matthijs de Ligt,Juventus,29.7,19,0.64,13,0
719,Emerson,Tottenham,25.4,49,1.93,40,4
720,Kelechi Iheanacho,Leicester City,14.0,36,2.56,28,2
721,Vincent Le Goff,Lorient,34.0,60,1.76,49,1
722,Kristjan Asllani,Empoli,15.0,28,1.86,19,1
723,Imran Louza,Watford,15.7,30,1.91,13,1
724,Mato Jajalo,Udinese,7.0,18,2.58,12,1
725,Emil Forsberg,RB Leipzig,19.0,54,2.85,36,6
726,Romain Perraud,Southampton,18.0,27,1.5,20,2
727,Marc Cucurella,Brighton,34.3,78,2.27,66,1
728,Ashley Westwood,Burnley,25.4,55,2.16,33,1
729,Denis Zakaria,M'Gladbach,15.5,24,1.55,19,1
730,El Bilal Touré,Reims,13.3,21,1.58,16,1
731,Vincent Pajot,Metz,25.7,32,1.25,28,0
732,Portu,Real Sociedad,17.7,34,1.92,27,0
733,Óscar Valentín,Rayo Vallecano,28.5,29,1.02,25,0
734,Kevin Stöger,Mainz 05,4.7,27,5.8,18,0
735,Hugo Magnetti,Brest,16.3,20,1.23,15,0
736,Thomas Delaney,Sevilla,17.2,15,0.87,11,0
737,Luis Henrique,Marseille,7.8,14,1.8,10,0
738,Daniel Vivian,Athletic Club,22.1,8,0.36,4,0
739,Jadon Sancho,Manchester Utd,21.1,82,3.88,67,9
740,Yayah Kallon,Genoa,7.1,24,3.4,16,5
741,Alfonso Pedraza,Villarreal,18.9,40,2.12,33,4
742,Gastón Pereiro,Cagliari,10.8,39,3.6,24,4
743,Álex Collado,Granada,11.3,33,2.91,21,4
744,Konrad Laimer,RB Leipzig,13.8,33,2.4,27,3
745,Jonathan Ikone,Fiorentina,7.2,21,2.91,15,3
746,Sergi Canós,Brentford,23.1,35,1.51,28,2
747,Max Kruse,Wolfsburg,12.5,26,2.07,21,2
748,Chris Wood,Newcastle Utd,14.7,21,1.42,16,2
749,Fabian Schär,Newcastle Utd,24.0,24,1.0,16,2
750,Cristian Ansaldi,Torino,7.7,24,3.13,16,2
751,Kevin Behrens,Union Berlin,5.5,19,3.43,14,2
752,Jordi Alba,Barcelona,29.4,84,2.86,78,1
753,Filippo Bandinelli,Empoli,21.7,52,2.39,46,1
754,Andoni Gorosabel,Real Sociedad,25.4,46,1.81,39,1
755,José Callejón,Fiorentina,14.4,44,3.05,29,1
756,Brian Oliván,Mallorca,24.3,35,1.44,21,1
757,M'Baye Niang,Bordeaux,8.6,16,1.85,12,1
758,Njegoš Petrović,Granada,10.2,16,1.57,12,1
759,Alexis Tibidi,Stuttgart,4.3,12,2.81,8,1
760,Roberto Navarro,Real Sociedad,2.2,7,3.17,3,1
761,Carlos Soler,Valencia,27.5,79,2.87,40,0
762,Aarón Martín,Mainz 05,25.5,64,2.51,34,0
763,Xherdan Shaqiri,Lyon,7.5,26,3.45,19,0
764,Gian Marco Ferrari,Sassuolo,34.7,21,0.6,18,0
765,Mickaël Cuisance,Venezia,10.2,21,2.06,17,0
766,Jesse Lingard,Manchester Utd,4.1,15,3.68,12,0
767,Michael Gregoritsch,Augsburg,15.5,14,0.91,11,0
768,Ronald Araújo,Barcelona,25.2,13,0.51,10,0
769,Mats Hummels,Dortmund,19.6,12,0.61,8,0
770,Edinson Cavani,Manchester Utd,8.5,11,1.29,8,0
771,Denis Zakaria,Juventus,6.6,10,1.51,7,0
772,Ben Mee,Burnley,20.4,8,0.39,5,0
773,Cole Palmer,Manchester City,1.4,7,5.12,4,0
774,Corentin Jean,Lens,2.8,7,2.47,4,0
775,Krzysztof Piątek,Hertha BSC,3.9,4,1.04,1,0
776,N'Golo Kanté,Chelsea,19.7,61,3.1,52,4
777,Boulaye Dia,Villarreal,14.1,32,2.27,24,3
778,João Moutinho,Wolves,33.0,68,2.06,44,1
779,Otávio,Bordeaux,12.7,18,1.41,12,1
780,Kenny McLean,Norwich City,30.1,34,1.13,27,0
781,Achraf Hakimi,Paris S-G,27.5,46,1.67,35,6
782,David Pereira da Costa,Lens,16.3,70,4.3,59,5
783,Ben Godfrey,Everton,22.5,31,1.38,24,1
784,Bruno Guimarães,Newcastle Utd,11.5,24,2.09,19,1
785,Kalifa Coulibaly,Nantes,9.4,21,2.22,16,1
786,Valère Germain,Montpellier,21.9,29,1.32,25,0
787,Obite N'Dicka,Eint Frankfurt,31.7,25,0.79,19,0
788,Maxence Lacroix,Wolfsburg,27.7,22,0.79,17,0
789,Fransérgio,Bordeaux,14.0,13,0.93,9,0
790,Amos Pieper,Arminia,26.4,13,0.49,9,0
791,Osman Bukari,Nantes,11.2,35,3.11,25,6
792,Remo Freuler,Atalanta,26.3,60,2.28,50,2
793,Abdoulaye Doucouré,Everton,28.2,53,1.88,48,2
794,Jacob Bruun Larsen,Hoffenheim,9.0,25,2.77,20,2
795,Ezequiel Ponce,Elche,7.4,17,2.29,12,2
796,Francisco Garcia,Rayo Vallecano,33.6,52,1.55,40,1
797,Kévin N'Doram,Metz,13.7,20,1.46,16,1
798,Salomón Rondón,Everton,8.8,17,1.94,13,1
799,Benno Schmitz,Köln,26.9,65,2.42,56,0
800,Baptiste Santamaria,Rennes,28.0,44,1.57,41,0
801,Habib Maïga,Metz,14.1,23,1.63,20,0
802,James Tarkowski,Burnley,34.5,23,0.67,20,0
803,Marc Guéhi,Crystal Palace,35.8,21,0.59,18,0
804,Jonathan Tah,Leverkusen,32.0,20,0.63,17,0
805,Iddrisu Baba,Mallorca,21.5,18,0.84,15,0
806,Alexander Hack,Mainz 05,23.0,17,0.74,14,0
807,Igor,Fiorentina,24.9,17,0.68,14,0
808,Domenico Criscito,Genoa,18.0,19,1.06,13,0
809,Norbert Gyömbér,Salernitana,28.5,15,0.53,12,0
810,Diego Carlos,Sevilla,32.9,15,0.46,12,0
811,Pierre-Emerick Aubameyang,Barcelona,12.0,15,1.25,12,0
812,Jean-Charles Castelletto,Nantes,27.9,14,0.5,10,0
813,Daniele Baselli,Cagliari,3.2,14,4.34,8,0
814,Tanguy Nianzou,Bayern Munich,6.5,9,1.39,6,0
815,Francesco Forte,Venezia,4.7,8,1.71,5,0
816,Pierre-Yves Hamel,Clermont Foot,5.8,6,1.03,3,0
817,Matt Miazga,Alavés,9.3,4,0.43,1,0
818,Riccardo Gagliolo,Salernitana,12.6,4,0.32,0,0
819,Renato Sanches,Lille,18.3,80,4.36,60,4
820,Samuel Kalu,Bordeaux,3.6,10,2.74,2,4
821,Calvin Stengs,Nice,11.9,40,3.36,27,3
822,Borja Mayoral,Getafe,11.6,27,2.33,23,2
823,Nicolas Pépé,Arsenal,7.7,28,3.62,15,2
824,Kevin Bonifazi,Bologna,13.4,12,0.89,8,2
825,Amadou Onana,Lille,15.1,31,2.05,28,1
826,Danylo Ihnatenko,Bordeaux,7.7,24,3.12,18,1
827,M'Bala Nzola,Spezia,11.9,20,1.69,16,1
828,Federico Fazio,Salernitana,15.9,15,0.94,12,1
829,Josuha Guilavogui,Wolfsburg,10.5,13,1.24,10,1
830,Luka Jović,Real Madrid,4.1,12,2.93,8,1
831,Eric Maxim Choupo-Moting,Bayern Munich,4.2,10,2.39,7,1
832,Toma Bašić,Lazio,10.9,9,0.82,5,1
833,Rodrigo Bentancur,Tottenham,15.1,35,2.31,33,0
834,Timothée Kolodziejczak,Saint-Étienne,28.5,35,1.23,31,0
835,Aaron Cresswell,West Ham,30.3,49,1.62,27,0
836,Joško Gvardiol,RB Leipzig,26.8,26,0.97,22,0
837,José Fonte,Lille,38.0,24,0.63,22,0
838,Pervis Estupiñán,Villarreal,17.5,25,1.43,20,0
839,Rafael Tolói,Atalanta,16.0,22,1.38,20,0
840,Roberto Torres,Osasuna,9.0,32,3.56,20,0
841,William Saliba,Marseille,36.0,21,0.58,19,0
842,Jérôme Boateng,Lyon,18.0,19,1.05,16,0
843,Piero Hincapié,Leverkusen,19.5,17,0.87,15,0
844,David García,Osasuna,34.5,19,0.55,15,0
845,Jimmy Briand,Bordeaux,2.5,17,6.77,14,0
846,Stefano Sensi,Sampdoria,8.4,16,1.91,14,0
847,Pubill,Levante,5.7,16,2.81,12,0
848,Dani Ceballos,Real Madrid,3.1,13,4.24,11,0
849,Ivan Radovanović,Salernitana,11.7,14,1.2,11,0
850,Axel Disasi,Monaco,30.2,12,0.4,10,0
851,Nikola Milenković,Fiorentina,32.5,12,0.37,10,0
852,Germán Sánchez,Granada,25.5,12,0.47,9,0
853,Munir El Haddadi,Sevilla,5.3,11,2.09,9,0
854,Marvin Friedrich,Union Berlin,13.0,9,0.69,7,0
855,Samir Santos,Udinese,15.8,10,0.63,7,0
856,Chris Richards,Hoffenheim,14.5,9,0.62,7,0
857,Luca Ceppitelli,Cagliari,16.1,9,0.56,7,0
858,Raúl Albiol,Villarreal,27.4,9,0.33,7,0
859,Stefan Savić,Atlético Madrid,27.1,9,0.33,7,0
860,Shane Duffy,Brighton,16.0,8,0.5,6,0
861,Chris Smalling,Roma,23.2,8,0.34,5,0
862,Bram Nuytinck,Udinese,22.6,7,0.31,5,0
863,Yannik Keitel,Freiburg,5.6,7,1.25,5,0
864,Stefan de Vrij,Inter,26.8,6,0.22,4,0
865,Suk Hyun-jun,Troyes,1.7,6,3.53,4,0
866,Robin Le Normand,Real Sociedad,37.0,6,0.16,3,0
867,Sergio Ramos,Paris S-G,8.9,5,0.56,3,0
868,Matheus Cunha,Hertha BSC,0.7,3,4.22,1,0
869,Federico Fernández,Newcastle Utd,5.8,3,0.52,1,0
870,Luis Abram,Granada,6.2,3,0.48,1,0
871,Loïc Bade,Rennes,10.9,3,0.27,1,0
872,Laurent Abergel,Lorient,32.8,66,2.01,49,1
873,Mahdi Camara,Saint-Étienne,34.1,70,2.05,48,6
874,Éderson,Salernitana,12.7,28,2.2,18,0
875,Miguel,Alavés,9.2,20,2.17,9,2
876,Ibrahima Sissoko,Strasbourg,25.6,56,2.19,43,5
877,Timothy Weah,Lille,18.0,52,2.9,38,5
878,Christian Günter,Freiburg,34.0,103,3.03,53,1
879,Antonio Puertas,Granada,25.1,53,2.11,37,5
880,Hugo Duro,Valencia,20.4,32,1.57,21,3
881,Sheraldo Becker,Union Berlin,19.5,74,3.79,63,2
882,Aaron Lennon,Burnley,17.2,32,1.86,20,5
883,Terem Moffi,Lorient,30.1,67,2.22,47,10
884,Juanmi,Betis,23.7,46,1.94,31,6
885,Joe Willock,Newcastle Utd,22.6,46,2.03,29,9
886,David Silva,Real Sociedad,19.1,91,4.76,69,5
887,Marcus Thuram,M'Gladbach,10.9,33,3.03,19,7
888,Papu Gómez,Sevilla,19.8,55,2.77,35,5
889,Alberth Elis,Bordeaux,15.7,35,2.24,27,1
890,Yeremi Pino,Villarreal,18.6,46,2.47,33,7
891,Paul Pogba,Manchester Utd,15.0,51,3.4,40,4
892,Kevin Mbabu,Wolfsburg,15.5,38,2.46,21,3
893,Rodrigo,Betis,9.8,33,3.37,26,1
894,Fred,Manchester Utd,22.5,57,2.53,47,1
895,Salih Özcan,Köln,25.7,51,1.99,41,1
896,Stefano Sturaro,Genoa,19.6,21,1.07,13,0
